best_epoch,best_hole_l1,best_hole_psnr,dataset,final_d_loss,final_full_l1,final_full_mse,final_full_psnr,final_g_loss,final_hole_l1,final_hole_mse,final_hole_psnr,final_l1_loss,final_loss,final_w_dist,mask_type,mode
17,0.05269944816827774,21.76876788724838,celeba_kaggle,,0.007450901390984655,0.0009660956682637333,30.22853327756423,,0.05298418588936329,0.006870013335719705,21.709158824314663,,0.0661641114420361,,center,l1
28,0.053653834760189055,21.758177700345065,celeba_kaggle,-0.02438831104062225,0.007694434560835362,0.0010115185810718685,30.029605685542492,2.392838612874349,0.05471597649157047,0.007193020777776837,21.510231181320723,0.0529581965373622,,0.12329859668678708,center,gan
20,0.06338177435100079,20.259647366514734,celeba_kaggle,,0.008913062326610089,0.0013460541027598082,28.77902187146982,,0.06338177435100079,0.009571939986199141,20.259647366514734,,0.13534342599577373,,random_box,l1
38,0.058326007425785066,20.8403040616945,celeba_kaggle,-0.09219011036554987,0.008477634564042092,0.0013269308605231346,28.89174071959358,-11.384449080149333,0.06028540022671223,0.009435952547937632,20.372366167243918,0.12688514288928773,,0.26698654396004146,random_box,gan
