epoch,loss,full_l1,full_mse,full_psnr,hole_l1,hole_mse,hole_psnr
1,0.23066470790207386,0.02222700696438551,0.005095809977501631,23.225915522347968,0.11612476855516433,0.026623006630688905,16.045476764103256
