epoch,g_loss,d_loss,l1_loss,wasserstein_d,full_l1,full_mse,full_psnr,hole_l1,hole_mse,hole_psnr
29,-11.195764220343696,0.6247285826581498,0.13143263451920614,0.274458745320638,0.009046537522226571,0.0015683873440138995,28.191012179990132,0.064330929890275,0.01115297651849687,19.671637616535115
30,-11.931961968739827,0.3503157213771783,0.1308755556874805,0.27688879991902243,0.00860553509555757,0.0014207005267962813,28.62033293072961,0.06119491532444954,0.010102758975699544,20.100958407290985
31,-14.459642952389187,-0.11965765494880869,0.13003875549634297,0.27956619991196524,0.009048814792186022,0.0014764503110200166,28.381241202011342,0.0643471259623766,0.01049920180812478,19.861866730842554
32,-13.370970781114366,-0.0703683919067735,0.13001222090588677,0.2757818956375122,0.008803613996133209,0.0013630845118314029,28.720430424253674,0.06260347403585911,0.00969304507598281,20.201055940634845
33,-13.355359708997938,0.07921971960420979,0.1291922031905916,0.27800769743654463,0.00912701291963458,0.0015529589029029012,28.23426762390169,0.06490320079028607,0.011043262900784612,19.714893163134914
34,-14.499987839168972,-0.12045285878026928,0.12882625034782622,0.2836951566139857,0.009089989122003317,0.0015432631364092231,28.204599211659,0.06463992111384868,0.010974315274506808,19.685224693547077
35,-15.481679094526504,0.03953049633458811,0.12810496756765577,0.2791735544469621,0.008899295888841151,0.0014077353873290122,28.579309726937176,0.06328388005495071,0.010010562557727098,20.05993515612877
36,-15.692762267218695,-0.07922723035679914,0.12893013299836054,0.2765205601586236,0.008740898035466672,0.0013612668262794614,28.79189373957564,0.062157494574785234,0.009680119343101978,20.272519218155885
37,-17.078995663113066,-0.026645788815286425,0.12817659508519702,0.2727339290512933,0.008706934470683336,0.001381634664721787,28.671452463081444,0.06191597543656826,0.00982495741918683,20.152077891681113
38,-15.683823795318604,-0.08176056509989284,0.12767200992504757,0.2726870942910512,0.008202094864100219,0.0011632430832833052,29.359678508271884,0.058326007425785066,0.008271950436756015,20.8403040616945
39,-11.527156581454808,-0.08543071702233068,0.12706923349036112,0.27002612308661145,0.008674675459042191,0.0013740404741838575,28.686632572487174,0.06168657951056957,0.009770954214036464,20.16725804435953
40,-11.384449080149333,-0.09219011036554987,0.12688514288928773,0.26698654396004146,0.008477634564042092,0.0013269308605231346,28.89174071959358,0.06028540022671223,0.009435952547937632,20.372366167243918
